"problem_id","topic","subtopic","grade_level","difficulty_level","source","problem_length_words","num_sentences","num_entities","equation_count","equation_complexity_score","total_attempts","avg_solving_time_seconds","success_rate","avg_attempts_to_solve","verified_by_human","last_updated"
"PROB_315","Ratios","Inverse Variation","9","3","User-Generated","137","5","6","2","6","50","363","0.6404543276266881","1.8","1","2024-09-14 00:00:00"
"PROB_316","Algebra","Factorization","9","1","User-Generated","136","8","7","2","2","7","273","0.8006579710784234","1.1","1","2024-10-01 00:00:00"
"PROB_317","Ratios","Inverse Variation","8","2","User-Generated","104","6","4","4","4","34","294","0.7736409353272271","1.4","1","2024-09-16 00:00:00"
"PROB_318","Mensuration","Perimeter","7","1","Synthetic","210","2","7","2","5","7","270","0.9003736136841433","1.2","1","2024-08-29 00:00:00"
"PROB_319","Geometry","Solid Geometry","7","3","User-Generated","184","6","6","2","5","50","420","0.6177296203225054","2.2","0","2024-09-15 00:00:00"
"PROB_320","Arithmetic","Ratios","7","2","NCERT","111","3","3","4","6","27","323","0.7773684831720334","1.8","1","2024-09-30 00:00:00"
"PROB_321","Probability","Expected Value","11","3","NCERT","212","4","3","1","4","6","260","0.7073242418687863","1.5","1","2024-10-15 00:00:00"
"PROB_322","Probability","Basic Probability","8","2","User-Generated","298","3","3","3","5","12","411","0.781709356517388","1.5","1","2024-10-12 00:00:00"
"PROB_323","Geometry","Circles","9","5","User-Generated","258","8","7","2","10","49","420","0.6974743624536724","2.0","0","2024-09-16 00:00:00"
"PROB_324","Statistics","Data Interpretation","7","3","Synthetic","156","3","3","4","5","26","326","0.4845299427655174","2.0","1","2024-10-19 00:00:00"
"PROB_325","Trigonometry","Heights and Distances","9","3","NCERT","113","7","8","1","3","19","372","0.4888079013994714","1.9","1","2024-10-20 00:00:00"
"PROB_326","Probability","Basic Probability","6","4","NCERT","210","6","5","4","10","17","420","0.5171098275016489","2.3","1","2024-08-14 00:00:00"
"PROB_327","Mensuration","Area","8","4","User-Generated","82","5","2","4","9","40","419","0.4112949126202669","2.0","1","2024-08-23 00:00:00"
"PROB_328","Probability","Expected Value","9","5","User-Generated","131","7","2","2","10","26","420","0.46680066464180714","2.2","0","2024-08-16 00:00:00"
"PROB_329","Ratios","Direct Variation","12","3","NCERT","55","2","3","3","5","22","376","0.5451407951801399","1.9","0","2024-10-04 00:00:00"
"PROB_330","Ratios","Inverse Variation","9","3","Synthetic","243","5","2","4","7","16","402","0.6586387136580183","2.2","0","2024-10-21 00:00:00"
"PROB_331","Arithmetic","Simple Interest","11","3","NCERT","50","6","4","2","7","27","412","0.5842131622917821","2.2","1","2024-08-25 00:00:00"
"PROB_332","Geometry","Congruence","10","2","NCERT","50","3","10","4","3","9","344","0.8096297833601438","1.3","1","2024-09-23 00:00:00"
"PROB_333","Arithmetic","Averages","10","2","User-Generated","258","8","5","1","5","8","354","0.8190056731239161","1.4","1","2024-08-10 00:00:00"
"PROB_334","Geometry","Triangles","10","4","Synthetic","220","4","5","4","10","8","417","0.6944274991902791","1.8","0","2024-09-15 00:00:00"
"PROB_335","Geometry","Circles","9","4","NCERT","179","7","9","4","6","29","420","0.38693627761901805","2.2","1","2024-10-25 00:00:00"
"PROB_336","Arithmetic","Profit and Loss","6","1","User-Generated","197","4","10","3","2","30","267","0.8242789753266807","1.7","1","2024-09-09 00:00:00"
"PROB_337","Arithmetic","Simple Interest","8","2","NCERT","76","8","4","4","4","28","269","0.8809665926394195","1.1","1","2024-08-21 00:00:00"
"PROB_338","Number Theory","Number Patterns","12","3","NCERT","124","5","6","2","3","32","373","0.6750098107097864","1.7","1","2024-10-31 00:00:00"
"PROB_339","Geometry","Triangles","11","4","NCERT","168","7","2","3","9","20","420","0.607178538201416","1.9","1","2024-10-08 00:00:00"
"PROB_340","Trigonometry","Heights and Distances","9","1","User-Generated","213","5","6","4","2","50","241","0.95","1.2","1","2024-08-28 00:00:00"
"PROB_341","Mensuration","Curved Surface Area","9","2","User-Generated","164","5","2","4","7","23","323","0.6783596383753115","1.6","0","2024-08-06 00:00:00"
"PROB_342","Probability","Permutations","9","5","User-Generated","138","8","8","3","8","5","407","0.3400440086448463","2.2","1","2024-10-14 00:00:00"
"PROB_343","Geometry","Quadrilaterals","12","1","Synthetic","101","3","9","2","3","20","203","0.6915330823261893","2.1","0","2024-11-01 00:00:00"
"PROB_344","Ratios","Continued Proportions","10","5","User-Generated","145","7","8","3","10","5","420","0.3672305072714204","2.6","0","2024-09-15 00:00:00"
"PROB_345","Algebra","Polynomials","10","3","User-Generated","217","4","4","3","4","34","400","0.6064563082948566","1.4","0","2024-09-25 00:00:00"
"PROB_346","Ratios","Ratio and Proportion","12","3","Synthetic","104","3","6","3","6","6","420","0.6057469870377379","2.1","1","2024-10-05 00:00:00"
"PROB_347","Probability","Expected Value","10","3","User-Generated","170","8","10","1","7","39","420","0.656371966609114","1.4","1","2024-09-04 00:00:00"
"PROB_348","Mensuration","Volume","9","4","User-Generated","167","2","4","2","8","13","420","0.6840763627817753","1.6","1","2024-09-04 00:00:00"
"PROB_349","Trigonometry","Trigonometric Ratios","7","4","NCERT","184","6","10","2","6","23","420","0.604120598115198","1.6","1","2024-08-23 00:00:00"
"PROB_350","Algebra","Systems of Equations","9","3","Synthetic","50","8","4","3","8","14","393","0.7841278345321333","1.4","1","2024-09-01 00:00:00"
"PROB_351","Algebra","Factorization","6","4","NCERT","149","4","9","4","10","26","420","0.5026956288896844","1.9","1","2024-09-26 00:00:00"
"PROB_352","Trigonometry","Identities","11","1","NCERT","152","5","5","2","2","5","288","0.8609092246458511","1.3","1","2024-08-17 00:00:00"
"PROB_353","Statistics","Mean Median Mode","10","3","Synthetic","106","8","4","3","3","50","358","0.7966360420763003","1.4","1","2024-10-24 00:00:00"
"PROB_354","Mensuration","Volume","12","3","NCERT","112","8","5","4","6","25","308","0.5837578256649874","2.0","1","2024-09-09 00:00:00"
"PROB_355","Ratios","Continued Proportions","10","2","User-Generated","166","8","9","3","5","5","362","","2.4","1","2024-08-13 00:00:00"
"PROB_356","Geometry","Quadrilaterals","6","4","Synthetic","91","6","5","4","8","37","375","0.5124921916750541","2.0","1","2024-09-29 00:00:00"
"PROB_357","Ratios","Direct Variation","6","4","NCERT","114","6","5","3","8","5","420","0.4655845221283079","2.1","0","2024-10-20 00:00:00"
"PROB_358","Ratios","Direct Variation","9","2","NCERT","201","7","6","3","3","18","284","0.8093055853526332","1.6","1","2024-10-07 00:00:00"
"PROB_359","Geometry","Quadrilaterals","12","3","Synthetic","286","2","7","2","7","11","420","0.42554068645678444","2.2","1","2024-11-01 00:00:00"
"PROB_360","Algebra","Exponents","8","3","NCERT","148","5","6","4","6","19","350","0.6492672769172276","1.8","1","2024-08-26 00:00:00"
"PROB_361","Probability","Basic Probability","7","1","Synthetic","122","3","5","4","2","33","215","","1.7","1","2024-10-28 00:00:00"
"PROB_362","Mensuration","Perimeter","7","4","User-Generated","168","4","5","4","10","7","374","","1.6","1","2024-08-06 00:00:00"
"PROB_363","Arithmetic","Speed Distance Time","10","3","NCERT","210","6","8","1","6","9","404","0.6288017069182047","1.5","1","2024-08-12 00:00:00"
"PROB_364","Mensuration","Surface Area","9","1","NCERT","135","2","5","1","5","13","209","0.95","1.1","0","2024-09-27 00:00:00"
"PROB_365","Algebra","Factorization","10","4","NCERT","130","3","6","4","5","15","420","0.569752485073329","1.6","1","2024-08-13 00:00:00"
"PROB_366","Statistics","Variance","8","4","User-Generated","215","8","2","4","7","50","408","0.6191657577997816","1.5","1","2024-08-31 00:00:00"
"PROB_367","Algebra","Polynomials","12","3","Synthetic","176","8","6","1","8","45","378","0.6611914738776254","1.8","0","2024-09-25 00:00:00"
"PROB_368","Arithmetic","Profit and Loss","10","5","User-Generated","261","2","2","2","8","50","420","0.3153035499707213","2.5","1","2024-08-13 00:00:00"
"PROB_369","Geometry","Similarity","10","1","User-Generated","117","2","7","3","2","22","198","0.7672311402072707","1.1","0","2024-10-14 00:00:00"
"PROB_370","Probability","Basic Probability","10","5","Synthetic","163","8","6","1","9","19","420","0.46499675056711287","2.4","1","2024-10-12 00:00:00"
"PROB_371","Geometry","Congruence","8","3","NCERT","182","7","9","1","5","15","420","0.6550585717210481","1.6","1","2024-09-15 00:00:00"
"PROB_372","Mensuration","Perimeter","7","4","NCERT","226","2","3","3","8","15","420","0.6581795313316863","1.5","1","2024-08-16 00:00:00"
"PROB_373","Ratios","Direct Variation","12","4","User-Generated","108","6","3","2","9","11","420","0.6707559240322121","1.3","0","2024-10-02 00:00:00"
"PROB_374","Probability","Combinations","8","1","Synthetic","136","2","5","2","3","50","197","0.7839350735805035","1.5","1","2024-10-22 00:00:00"
"PROB_375","Arithmetic","Speed Distance Time","10","1","User-Generated","249","6","5","4","2","12","308","0.7434870951483654","1.6","1","2024-09-15 00:00:00"
"PROB_376","Geometry","Solid Geometry","7","1","User-Generated","100","6","7","2","2","5","197","0.8400886109411839","1.3","1","2024-10-31 00:00:00"
"PROB_377","Ratios","Direct Variation","10","2","NCERT","77","6","6","1","5","9","359","0.706464758508319","1.7","0","2024-10-16 00:00:00"
"PROB_378","Arithmetic","Compound Interest","9","1","User-Generated","191","6","7","3","2","5","292","0.790912193449399","1.4","1","2024-10-07 00:00:00"
"PROB_379","Geometry","Triangles","9","1","User-Generated","115","3","5","2","2","50","326","0.9495100032457009","1.0","0","2024-10-11 00:00:00"
"PROB_380","Mensuration","Perimeter","7","4","NCERT","235","6","7","3","7","12","420","0.6178840713371849","1.7","1","2024-09-02 00:00:00"
"PROB_381","Mensuration","Surface Area","6","3","NCERT","185","8","6","3","6","7","387","0.5104373689115157","1.8","0","2024-09-24 00:00:00"
"PROB_382","Algebra","Systems of Equations","10","2","User-Generated","102","4","7","2","5","17","267","0.6153013945908761","1.9","1","2024-09-13 00:00:00"
"PROB_383","Ratios","Inverse Variation","7","2","Synthetic","168","5","7","1","3","17","338","0.7162572344537387","1.3","0","2024-09-26 00:00:00"
"PROB_384","Trigonometry","Trigonometric Ratios","10","1","NCERT","177","6","9","3","2","22","266","0.9028984408691458","1.3","0","2024-10-19 00:00:00"
"PROB_385","Ratios","Inverse Variation","9","2","NCERT","117","4","2","1","2","50","306","0.7573704918665304","1.8","1","2024-10-30 00:00:00"
"PROB_386","Statistics","Variance","7","5","User-Generated","167","2","8","3","7","9","420","0.5194498778231439","1.9","1","2024-10-06 00:00:00"
"PROB_387","Probability","Probability Distributions","11","2","NCERT","118","3","3","1","2","6","307","0.5788808885109009","1.8","0","2024-08-14 00:00:00"
"PROB_388","Ratios","Continued Proportions","11","2","User-Generated","269","7","2","3","6","9","378","0.820926359420612","1.5","0","2024-09-05 00:00:00"
"PROB_389","Ratios","Inverse Variation","11","2","User-Generated","141","3","3","1","4","11","405","0.7106764468954476","1.5","1","2024-10-08 00:00:00"
"PROB_390","Algebra","Linear Equations","10","1","User-Generated","120","4","6","3","2","6","215","","1.8","1","2024-08-19 00:00:00"
"PROB_391","Geometry","Circles","9","1","User-Generated","115","6","4","2","2","35","305","0.95","1.0","1","2024-08-29 00:00:00"
"PROB_392","Geometry","Solid Geometry","12","1","NCERT","93","4","7","1","2","30","247","0.95","1.0","0","2024-08-13 00:00:00"
"PROB_393","Arithmetic","Simple Interest","11","5","NCERT","145","5","9","1","8","32","420","0.37292485561584077","2.3","1","2024-10-04 00:00:00"
"PROB_394","Ratios","Inverse Variation","10","5","NCERT","229","7","4","2","10","10","420","0.434395068280267","2.4","1","2024-10-07 00:00:00"
"PROB_395","Trigonometry","Trigonometric Ratios","10","4","NCERT","185","5","10","4","6","37","420","0.6290369727450249","1.2","1","2024-10-10 00:00:00"
"PROB_396","Statistics","Mean Median Mode","11","3","User-Generated","50","4","4","2","5","15","297","0.6198079228757214","1.7","1","2024-10-07 00:00:00"
"PROB_397","Mensuration","Curved Surface Area","10","3","NCERT","202","5","5","3","5","14","371","0.7832547127555978","1.5","1","2024-08-05 00:00:00"
"PROB_398","Arithmetic","Averages","6","1","User-Generated","239","3","3","4","4","50","314","0.9206388964369432","1.3","0","2024-09-11 00:00:00"
"PROB_399","Mensuration","Volume","8","1","NCERT","186","8","4","3","2","7","190","0.95","1.0","1","2024-10-22 00:00:00"
"PROB_400","Algebra","Systems of Equations","12","1","Synthetic","166","2","6","4","3","50","255","","2.3","1","2024-10-19 00:00:00"
"PROB_401","Geometry","Similarity","10","4","Synthetic","88","3","4","2","9","39","400","0.5019325385068149","1.9","1","2024-09-20 00:00:00"
"PROB_402","Probability","Permutations","10","1","User-Generated","137","7","10","1","2","50","291","0.8300275569424864","1.3","0","2024-08-13 00:00:00"
"PROB_403","Mensuration","Curved Surface Area","6","2","NCERT","172","6","4","4","5","40","312","0.7000838867006985","1.3","1","2024-09-16 00:00:00"
"PROB_404","Statistics","Mean Median Mode","10","5","NCERT","250","6","7","3","8","5","420","","1.9","1","2024-09-05 00:00:00"
"PROB_405","Algebra","Exponents","9","3","NCERT","141","5","3","2","3","15","391","0.6754441238543168","1.2","1","2024-09-07 00:00:00"
"PROB_406","Probability","Permutations","10","4","NCERT","221","8","6","1","9","50","420","0.44475833353026595","2.1","0","2024-08-13 00:00:00"
"PROB_407","Algebra","Factorization","11","3","User-Generated","208","7","2","2","3","21","346","0.6307420556808759","1.9","0","2024-09-09 00:00:00"
"PROB_408","Algebra","Inequalities","6","3","User-Generated","74","4","4","1","6","10","403","0.5632958403783825","2.1","0","2024-09-08 00:00:00"
"PROB_409","Trigonometry","Trigonometric Ratios","12","3","Synthetic","182","2","5","3","5","32","368","0.45517875424069876","2.0","1","2024-10-29 00:00:00"
"PROB_410","Arithmetic","Averages","11","2","User-Generated","80","8","5","4","2","5","191","0.6775199397535508","1.2","0","2024-10-25 00:00:00"
"PROB_411","Number Theory","Prime Numbers","7","3","NCERT","211","7","4","2","6","32","420","0.6385134729030293","1.8","0","2024-09-09 00:00:00"
"PROB_412","Arithmetic","Compound Interest","12","3","User-Generated","99","6","4","4","6","29","393","0.6312109385887202","1.7","1","2024-11-01 00:00:00"
"PROB_413","Trigonometry","Heights and Distances","11","4","User-Generated","131","3","6","2","8","8","420","0.4685302749492386","1.8","1","2024-09-20 00:00:00"
"PROB_414","Trigonometry","Equations","10","4","User-Generated","64","8","3","2","7","22","389","0.5785316063580113","1.6","1","2024-10-21 00:00:00"
"PROB_415","Algebra","Quadratic Equations","9","3","Synthetic","300","8","8","3","4","17","380","0.6418060228831899","1.6","1","2024-10-31 00:00:00"
"PROB_416","Algebra","Systems of Equations","10","2","User-Generated","252","4","2","4","4","16","304","0.7177201653644615","1.7","1","2024-09-10 00:00:00"
"PROB_417","Probability","Permutations","12","4","NCERT","191","8","6","2","9","50","420","0.6742943168356555","1.5","1","2024-08-25 00:00:00"
"PROB_418","Mensuration","Volume","10","5","User-Generated","61","5","10","1","7","5","420","","2.2","0","2024-09-11 00:00:00"
"PROB_419","Statistics","Mean Median Mode","6","3","User-Generated","224","5","9","1","9","50","420","0.6072844515198709","1.9","1","2024-08-08 00:00:00"
"PROB_420","Geometry","Solid Geometry","12","3","NCERT","259","5","5","3","7","46","420","0.6066581411190719","2.0","0","2024-08-17 00:00:00"
"PROB_421","Probability","Permutations","7","2","User-Generated","218","5","2","3","5","19","397","0.8301122328184052","1.2","1","2024-08-13 00:00:00"
"PROB_422","Geometry","Solid Geometry","10","3","User-Generated","195","4","5","3","7","11","400","0.6714268938050545","1.6","1","2024-08-22 00:00:00"
"PROB_423","Statistics","Data Interpretation","7","3","NCERT","136","6","4","1","6","36","365","","2.4","0","2024-09-06 00:00:00"
"PROB_424","Arithmetic","Speed Distance Time","10","1","NCERT","126","7","3","1","4","16","279","","1.5","1","2024-08-15 00:00:00"
"PROB_425","Algebra","Exponents","7","1","NCERT","300","6","9","2","2","9","261","0.8538551003798321","1.3","0","2024-09-16 00:00:00"
"PROB_426","Mensuration","Volume","6","1","User-Generated","242","7","5","3","3","27","357","0.8357465527762742","1.3","1","2024-08-27 00:00:00"
"PROB_427","Algebra","Polynomials","11","5","User-Generated","114","3","4","1","8","16","420","0.3144676270540336","2.2","0","2024-10-15 00:00:00"
"PROB_428","Number Theory","LCM and HCF","9","3","NCERT","184","7","4","4","8","50","420","0.5969635448132159","1.8","1","2024-09-06 00:00:00"
"PROB_429","Probability","Combinations","6","5","User-Generated","249","8","6","2","9","50","420","","2.3","0","2024-10-28 00:00:00"
"PROB_430","Statistics","Data Interpretation","11","3","User-Generated","206","5","10","1","5","25","355","0.6696789638502524","1.7","1","2024-10-05 00:00:00"
"PROB_431","Ratios","Direct Variation","9","1","NCERT","105","3","4","3","2","18","230","0.9105029382881783","1.1","1","2024-08-07 00:00:00"
"PROB_432","Probability","Permutations","10","3","NCERT","203","6","3","1","5","50","410","0.615143133409221","1.8","1","2024-10-19 00:00:00"
"PROB_433","Algebra","Inequalities","9","5","User-Generated","148","2","2","4","10","25","420","0.511359034510403","2.0","1","2024-09-15 00:00:00"
"PROB_434","Geometry","Similarity","8","3","Synthetic","195","6","4","2","8","20","374","0.8049269061477228","1.8","1","2024-10-28 00:00:00"
"PROB_435","Statistics","Frequency Distribution","7","4","NCERT","109","5","4","3","8","42","418","0.4898445070667962","2.1","0","2024-09-05 00:00:00"
"PROB_436","Arithmetic","Percentages","12","3","Synthetic","57","7","2","3","4","7","315","0.6139407778157799","1.4","1","2024-09-09 00:00:00"
"PROB_437","Ratios","Inverse Variation","8","3","Synthetic","161","4","8","4","5","5","409","0.5691464998997422","2.1","1","2024-08-22 00:00:00"
"PROB_438","Number Theory","Divisibility","8","2","NCERT","135","7","2","2","3","50","298","0.7594767638991377","1.3","1","2024-09-05 00:00:00"
"PROB_439","Arithmetic","Compound Interest","11","3","Synthetic","178","8","6","3","5","14","327","0.5178878179875441","1.9","0","2024-08-13 00:00:00"
"PROB_440","Probability","Combinations","7","1","User-Generated","134","8","3","3","2","43","249","0.8386063411929948","1.5","1","2024-08-27 00:00:00"
"PROB_441","Geometry","Angles","8","5","User-Generated","199","4","3","2","8","19","420","0.47477819527929327","1.7","0","2024-08-12 00:00:00"
"PROB_442","Geometry","Congruence","8","1","NCERT","175","2","5","4","2","36","216","0.8834835456075179","1.0","1","2024-10-04 00:00:00"
"PROB_443","Algebra","Logarithms","8","2","User-Generated","209","3","7","4","4","50","303","0.680593442717087","1.6","1","2024-08-09 00:00:00"
"PROB_444","Geometry","Congruence","9","2","User-Generated","85","3","7","2","4","50","218","0.8732601901213418","1.1","1","2024-09-21 00:00:00"
"PROB_445","Geometry","Coordinate Geometry","8","2","NCERT","184","4","5","3","5","18","346","0.8106224115499128","1.6","0","2024-10-15 00:00:00"
"PROB_446","Trigonometry","Angles","8","4","NCERT","300","6","10","4","10","20","420","0.6932153453902914","1.7","0","2024-09-12 00:00:00"
"PROB_447","Trigonometry","Equations","7","2","NCERT","117","8","5","4","3","39","306","0.7735535182147238","1.4","1","2024-10-07 00:00:00"
"PROB_448","Geometry","Quadrilaterals","11","3","Synthetic","227","3","5","4","4","27","377","0.5865492269108851","1.6","1","2024-10-08 00:00:00"
"PROB_449","Trigonometry","Trigonometric Ratios","9","2","Synthetic","184","2","7","4","5","22","338","0.728515967254022","1.6","1","2024-09-24 00:00:00"
"PROB_450","Arithmetic","Time and Work","9","5","User-Generated","183","5","3","4","7","14","420","0.31894034727243736","2.3","1","2024-08-08 00:00:00"
"PROB_451","Geometry","Angles","6","2","NCERT","184","6","4","2","4","17","389","0.7941231615404145","1.7","0","2024-10-26 00:00:00"
"PROB_452","Probability","Basic Probability","12","5","NCERT","165","4","5","2","8","18","420","0.3","2.2","1","2024-10-23 00:00:00"
"PROB_453","Statistics","Standard Deviation","7","2","User-Generated","144","4","6","1","3","5","231","0.7371969061136524","1.3","1","2024-08-04 00:00:00"
"PROB_454","Mensuration","Volume","6","5","User-Generated","300","4","5","3","7","22","420","","2.3","1","2024-09-15 00:00:00"
"PROB_455","Arithmetic","Compound Interest","12","2","User-Generated","171","3","8","1","3","50","295","0.5859182009179122","2.0","1","2024-10-07 00:00:00"
"PROB_456","Arithmetic","Compound Interest","10","1","User-Generated","100","2","9","3","2","50","316","0.7206391132201482","1.7","0","2024-09-16 00:00:00"
"PROB_457","Ratios","Direct Variation","9","1","Synthetic","149","2","5","1","2","15","231","0.8695558366797962","1.2","0","2024-09-18 00:00:00"
"PROB_458","Probability","Basic Probability","7","3","NCERT","244","7","7","1","6","47","392","0.5705533237730277","1.9","1","2024-08-18 00:00:00"
"PROB_459","Geometry","Triangles","9","4","Synthetic","244","8","5","3","9","50","420","0.616996576188681","1.8","0","2024-10-08 00:00:00"
"PROB_460","Algebra","Factorization","6","3","User-Generated","148","7","6","2","6","24","365","0.6226573942941721","2.3","1","2024-08-29 00:00:00"
"PROB_461","Mensuration","Surface Area","12","4","User-Generated","221","4","5","1","9","6","420","0.5554902559946205","2.1","1","2024-08-31 00:00:00"
"PROB_462","Statistics","Frequency Distribution","11","2","NCERT","147","4","5","2","4","22","360","0.8015096248296729","1.4","1","2024-08-10 00:00:00"
"PROB_463","Mensuration","Area","11","4","NCERT","94","6","7","3","9","21","420","0.6113717521148594","1.9","0","2024-10-02 00:00:00"
"PROB_464","Algebra","Logarithms","6","2","NCERT","84","2","7","4","4","13","294","0.7437127363224945","1.7","0","2024-10-02 00:00:00"
"PROB_465","Ratios","Continued Proportions","12","4","Synthetic","50","4","4","4","10","50","420","0.5017362520977476","2.1","1","2024-08-16 00:00:00"
"PROB_466","Geometry","Coordinate Geometry","7","4","NCERT","128","2","7","1","7","7","416","0.7236954288849997","1.5","1","2024-08-18 00:00:00"
"PROB_467","Number Theory","Modular Arithmetic","11","5","NCERT","218","4","5","3","10","50","420","0.485584239841566","1.7","1","2024-09-04 00:00:00"
"PROB_468","Algebra","Logarithms","6","3","User-Generated","250","4","6","3","6","50","420","0.4908266151498286","1.8","1","2024-08-29 00:00:00"
"PROB_469","Geometry","Similarity","9","1","NCERT","133","4","6","3","2","17","253","0.885239559693067","1.2","0","2024-10-21 00:00:00"
"PROB_470","Mensuration","Perimeter","12","3","User-Generated","241","3","5","2","5","39","394","0.5879582520497191","2.0","1","2024-09-27 00:00:00"
"PROB_471","Ratios","Direct Variation","10","1","User-Generated","50","2","5","4","3","30","110","","1.2","1","2024-09-06 00:00:00"
"PROB_472","Geometry","Triangles","7","4","NCERT","232","8","5","2","9","6","420","0.5469796233852909","1.9","1","2024-09-27 00:00:00"
"PROB_473","Probability","Basic Probability","12","2","User-Generated","126","3","10","2","3","6","290","","1.1","1","2024-10-08 00:00:00"
"PROB_474","Trigonometry","Equations","9","3","Synthetic","186","7","8","1","7","19","358","0.6920247451351971","1.8","1","2024-08-18 00:00:00"
"PROB_475","Trigonometry","Identities","12","2","Synthetic","158","2","6","3","3","10","268","0.7051556344228638","1.5","0","2024-09-22 00:00:00"
"PROB_476","Geometry","Quadrilaterals","12","1","NCERT","274","5","3","3","2","6","252","0.8346523372950356","1.3","0","2024-09-20 00:00:00"
"PROB_477","Geometry","Congruence","7","2","NCERT","50","6","3","4","2","8","252","0.6869427866158468","1.4","1","2024-09-30 00:00:00"
"PROB_478","Algebra","Linear Equations","9","5","NCERT","234","7","4","1","10","6","420","0.5427976533313185","2.1","1","2024-09-10 00:00:00"
"PROB_479","Ratios","Direct Variation","11","4","Synthetic","117","6","8","1","8","23","420","","2.2","1","2024-09-20 00:00:00"
"PROB_480","Algebra","Quadratic Equations","10","4","User-Generated","136","8","7","1","7","36","420","0.7075556305065585","1.4","1","2024-10-20 00:00:00"
"PROB_481","Geometry","Congruence","11","3","NCERT","170","7","9","2","4","24","420","","2.2","1","2024-09-03 00:00:00"
"PROB_482","Geometry","Quadrilaterals","6","3","NCERT","122","3","4","4","5","20","377","","1.8","1","2024-10-25 00:00:00"
"PROB_483","Statistics","Data Interpretation","12","1","Synthetic","228","2","5","3","2","18","384","0.8882608710982024","1.4","1","2024-10-16 00:00:00"
"PROB_484","Algebra","Systems of Equations","9","4","NCERT","233","6","7","2","7","22","395","","2.1","1","2024-09-05 00:00:00"
"PROB_485","Trigonometry","Equations","9","1","Synthetic","198","8","5","3","2","38","277","0.7878978812825619","2.0","0","2024-10-12 00:00:00"
"PROB_486","Probability","Permutations","7","1","NCERT","129","5","4","1","2","50","281","0.7137326077292253","1.5","1","2024-08-22 00:00:00"
"PROB_487","Geometry","Similarity","8","4","NCERT","97","6","10","2","7","50","420","0.6440808788158165","1.9","0","2024-08-04 00:00:00"
"PROB_488","Geometry","Congruence","12","2","User-Generated","93","5","3","2","3","17","295","0.7325604327255419","1.7","1","2024-10-11 00:00:00"
"PROB_489","Ratios","Direct Variation","12","2","Synthetic","176","4","5","4","2","6","300","0.7027828310239609","1.6","1","2024-09-29 00:00:00"
"PROB_490","Number Theory","Modular Arithmetic","9","1","Synthetic","140","6","3","3","3","45","206","","1.6","1","2024-10-17 00:00:00"
"PROB_491","Ratios","Continued Proportions","9","1","User-Generated","300","3","7","2","2","17","292","0.8986793318942463","1.2","1","2024-08-05 00:00:00"
"PROB_492","Ratios","Inverse Variation","8","1","User-Generated","241","8","7","1","2","49","302","0.8421924887876469","1.0","1","2024-10-20 00:00:00"
"PROB_493","Probability","Conditional Probability","9","2","NCERT","50","2","4","4","4","18","264","0.890997853189569","1.1","1","2024-09-07 00:00:00"
"PROB_494","Mensuration","Volume","10","2","User-Generated","204","5","8","2","3","11","294","0.7626477533123767","1.5","0","2024-08-07 00:00:00"
"PROB_495","Geometry","Congruence","9","2","User-Generated","204","3","7","4","6","44","300","","1.6","1","2024-08-08 00:00:00"
"PROB_496","Algebra","Factorization","7","4","Synthetic","197","2","5","4","3","50","415","0.615439367940587","1.8","1","2024-08-14 00:00:00"
"PROB_497","Arithmetic","Time and Work","10","5","User-Generated","163","7","9","4","10","33","420","0.4680484735934267","1.7","0","2024-09-23 00:00:00"
"PROB_498","Probability","Combinations","11","3","NCERT","282","4","6","4","3","32","334","0.6861151013226781","1.8","1","2024-08-18 00:00:00"
"PROB_499","Ratios","Ratio and Proportion","9","1","Synthetic","250","6","6","4","2","12","303","0.7513835583577173","1.6","1","2024-10-22 00:00:00"
"PROB_500","Algebra","Inequalities","12","3","Synthetic","133","3","5","4","2","50","407","","2.0","1","2024-11-01 00:00:00"
"PROB_501","Algebra","Factorization","7","2","User-Generated","205","6","4","3","3","50","356","0.7461926591906416","1.3","1","2024-10-15 00:00:00"
"PROB_502","Geometry","Solid Geometry","10","3","User-Generated","179","5","3","2","8","8","335","0.7119101738754258","1.7","1","2024-08-08 00:00:00"
"PROB_503","Statistics","Variance","9","5","NCERT","108","4","10","3","9","8","420","","1.1","1","2024-09-26 00:00:00"
"PROB_504","Mensuration","Volume","11","5","NCERT","300","4","5","3","10","7","420","0.5352770975785461","1.7","1","2024-08-07 00:00:00"
"PROB_505","Algebra","Quadratic Equations","7","1","Synthetic","248","2","6","1","2","47","230","0.95","1.2","1","2024-10-02 00:00:00"
"PROB_506","Geometry","Quadrilaterals","7","3","Synthetic","182","5","3","4","4","50","372","0.6254688849387381","2.3","1","2024-08-10 00:00:00"
"PROB_507","Number Theory","LCM and HCF","12","5","Synthetic","250","7","6","4","9","31","420","","2.1","1","2024-09-21 00:00:00"
"PROB_508","Probability","Conditional Probability","12","5","NCERT","139","4","5","4","8","50","420","0.41357418848261224","2.3","1","2024-08-25 00:00:00"
"PROB_509","Mensuration","Surface Area","9","5","User-Generated","132","5","3","2","8","11","420","0.5686266293108726","1.8","1","2024-10-26 00:00:00"
"PROB_510","Arithmetic","Simple Interest","8","2","NCERT","192","6","4","1","2","7","398","0.681542349219705","1.7","0","2024-09-25 00:00:00"
"PROB_511","Arithmetic","Compound Interest","12","2","NCERT","160","2","5","4","5","50","280","0.8053787908374606","1.6","1","2024-09-07 00:00:00"
